Date,Session default channel group,Sessions,Total users,Ecommerce purchases,Purchase revenue
2025-09-02,SMS,816,629,31,20572.95
2025-10-27,Paid Search,815,721,12,5022.2534940000005
2025-04-13,Paid Search,814,670,15,9421.979999999998
2025-03-24,Cross-network,813,704,13,8014.4299999999985
2025-06-29,Unassigned,812,696,20,12191.239999999998
2025-11-18,Referral,811,758,6,1962.4447260000002
2025-08-19,Organic Social,809,791,2,299.16999999999996
2025-11-16,Affiliates,809,777,4,1369.5
2025-04-07,Paid Social,808,798,1,1372.74
2025-09-25,Unassigned,808,741,9,5487.349999999999
2025-10-19,Unassigned,808,761,10,4188.650000000001
2025-10-26,Paid Search,808,742,9,3196.2
2025-05-30,Affiliates,807,779,1,374.13
2025-10-08,Paid Search,807,710,7,4168.55
2025-01-15,Paid Shopping,806,750,2,3136.43
2025-04-11,Paid Search,806,677,18,19275.97
2025-06-15,Direct,806,686,10,6382.53
2025-06-06,Organic Social,805,762,2,487.44
2025-04-28,Email,804,654,52,18487.719999999998
2025-06-28,Organic Search,804,719,7,3933.3500000000004
2025-07-09,Paid Search,804,672,10,4607.23
2025-07-17,Paid Search,804,714,8,4832.65
2025-06-05,Paid Search,802,668,16,8925.19
2025-04-19,Unassigned,801,715,25,12339.38
2025-04-27,Email,801,652,30,11869.099999999999
2025-06-21,Organic Search,801,700,5,3314.3
2025-01-10,Referral,800,703,2,310.386931
2025-02-27,Cross-network,800,673,9,8263.02
2025-09-23,Organic Social,800,786,1,1400.0
2025-04-11,Cross-network,799,668,10,7020.96
2025-10-17,Paid Search,799,719,14,9842.2
2025-06-07,Direct,798,697,10,7870.41
2025-08-16,Organic Search,798,703,10,6053.126813999999
2025-04-21,Cross-network,797,705,15,17654.15
2025-06-05,Organic Social,797,765,3,531.7
2025-01-27,Email,796,674,14,5982.509999999999
2025-07-18,SMS,796,621,8,3031.6
2025-07-23,Direct,796,707,8,3647.5199999999995
2025-09-28,Unassigned,796,719,12,8541.041372
2025-01-06,Paid Social,794,763,0,0.0
2025-07-18,Direct,793,710,16,11224.64
2025-07-13,Direct,792,704,13,3427.8899999999994
2025-04-18,Paid Social,791,773,0,0.0
2025-06-01,Paid Search,791,650,16,6419.1
2025-04-22,Cross-network,790,684,6,4701.26
2025-08-23,Paid Other,790,637,2,932.8
2025-04-08,Cross-network,787,682,10,9557.509999999998
2025-06-23,Unassigned,787,663,14,9181.14
2025-06-26,Direct,787,684,12,8786.77
2025-06-22,Unassigned,786,682,23,13453.63
2025-10-11,Paid Search,786,704,8,4481.05
2025-04-17,Paid Social,785,776,0,0.0
2025-06-23,Direct,783,672,12,6219.5599999999995
2025-08-09,Organic Search,783,695,5,2399.71
2025-10-20,Paid Search,783,705,14,7666.65
2025-05-02,Paid Social,782,769,2,1365.3899999999999
2025-06-11,Organic Social,781,757,3,1413.6899999999998
2025-07-05,Organic Search,781,678,10,4782.17
2025-04-05,Organic Social,780,750,7,3715.73
2025-04-13,Cross-network,780,690,12,6839.38
2025-04-20,Paid Search,780,667,13,8389.36
2025-08-14,Cross-network,780,719,6,2443.3700000000003
2025-10-24,Paid Search,780,703,6,3993.8
2025-04-07,Organic Social,779,750,5,5257.62
2025-03-05,Affiliates,778,753,4,3602.8999999999996
2025-09-14,Paid Search,778,683,7,3089.1499999999996
2025-04-25,Paid Search,777,641,17,13257.760000000002
2025-09-08,Organic Social,777,762,3,1327.4
2025-04-19,Paid Social,776,766,1,150.08
2025-08-02,Direct,776,674,17,11792.490000000003
2025-09-01,Paid Search,776,673,47,23165.950000000004
2025-09-12,Unassigned,776,708,9,3091.9
2025-10-19,Cross-network,776,732,2,718.2
2025-02-22,Paid Social,775,740,1,647.67
2025-01-20,Referral,774,681,7,3543.4500000000003
2025-03-11,Cross-network,771,676,6,3122.12
2025-08-03,Direct,770,681,17,6845.0700000000015
2025-05-30,SMS,769,606,4,1853.6499999999999
2025-11-10,SMS,769,656,8,5970.95
2025-07-30,Paid Search,767,635,12,5127.88
2025-08-01,Direct,767,667,13,8178.329999999999
2025-08-07,Direct,767,652,10,5455.139999999999
2025-02-19,Cross-network,766,634,8,5128.21
2025-04-19,Paid Search,766,651,16,10523.460000000003
2025-09-30,Paid Search,766,701,13,4729.4
2025-01-30,Paid Social,765,698,0,0.0
2025-06-05,Cross-network,763,654,13,9058.38
2025-09-15,Organic Social,763,741,1,339.15
2025-11-11,Affiliates,763,732,3,3146.6000000000004
2025-04-20,Direct,762,657,16,11875.380000000001
2025-09-22,Organic Social,762,752,0,0.0
2025-04-23,Cross-network,761,676,6,7682.9
2025-08-21,Paid Search,761,635,24,19329.510000000002
2025-02-17,Cross-network,760,635,11,10654.24
2025-07-24,Direct,760,663,18,10876.54
2025-08-25,Paid Other,758,612,0,0.0
2025-10-02,Paid Search,758,687,17,12037.15
2025-05-20,SMS,757,589,18,4848.429999999999
2025-04-08,Organic Social,756,729,3,1021.94
2025-06-17,Cross-network,756,678,7,4673.38
2025-09-18,Paid Search,756,667,5,3495.6
2025-04-09,Organic Social,754,728,3,2663.11
2025-08-05,Direct,753,653,24,21239.769999999997
2025-08-11,Direct,753,655,52,7939.599999999999
2025-02-27,Affiliates,752,735,3,464.21
2025-03-08,Paid Social,752,707,2,863.83
2025-06-19,Direct,752,645,15,18276.31
2025-09-03,SMS,752,581,31,20136.2
2025-01-17,Affiliates,751,711,2,475.77
2025-01-11,Referral,750,618,1,258.4
2025-01-16,Email,750,631,12,4875.509999999999
2025-05-22,SMS,750,595,19,10027.21
2025-11-07,Paid Search,750,663,6,3393.2
2025-01-21,Paid Social,749,695,0,0.0
2025-06-10,Organic Social,748,718,4,2124.42
2025-07-04,Direct,748,645,16,8707.66
2025-09-30,Referral,748,705,1,296.65
2025-10-10,Paid Search,748,667,11,4668.15
2025-02-20,Cross-network,746,642,9,10411.52
2025-05-18,Cross-network,746,629,17,11143.710000000001
2025-07-12,Direct,746,662,16,5457.7
2025-03-12,Cross-network,745,642,8,7744.150000000001
2025-04-15,Affiliates,745,726,2,684.8399999999999
2025-06-27,Direct,744,627,16,11046.380000000001
2025-05-31,Paid Search,743,609,15,9848.49
2025-06-22,Direct,743,648,11,6594.16
2025-07-20,Paid Search,743,658,17,11621.800000000001
2025-07-19,Direct,742,643,11,5541.55
2025-08-30,Paid Search,742,634,29,10989.499999999998
2025-04-14,Cross-network,741,661,10,5865.9400000000005
2025-06-21,Direct,740,647,17,8960.050000000001
2025-08-18,Paid Search,738,626,23,16735.43
2025-09-26,Paid Search,736,667,11,6512.599999999999
2025-02-18,Cross-network,733,610,7,5544.83
2025-02-23,Paid Shopping,733,705,7,491.84000000000003
2025-04-10,Cross-network,732,628,12,6684.08
2025-01-26,Paid Social,731,699,1,428.35
2025-09-21,Paid Search,731,643,9,3922.0
2025-02-28,Paid Social,730,721,0,0.0
2025-05-30,Paid Search,730,602,10,16398.3
2025-09-22,Paid Search,730,653,11,10174.95
2025-09-30,Organic Social,730,722,0,0.0
2025-06-28,Direct,729,629,8,6574.830000000001
2025-08-13,Cross-network,729,672,13,7315.929999999999
2025-04-12,Cross-network,728,641,12,7731.410000000001
2025-10-01,Paid Search,728,667,7,2781.5
2025-10-19,Paid Search,728,663,14,5787.949999999999
2025-01-28,Paid Social,726,672,0,0.0
2025-10-04,Paid Search,726,654,12,5505.45
2025-11-12,Cross-network,726,676,4,2172.6
2025-03-25,Cross-network,725,652,8,6881.0
2025-06-14,Direct,725,648,8,4613.2699999999995
2025-06-12,Organic Social,724,692,4,3572.7
2025-08-05,Paid Search,724,591,10,5180.330000000001
2025-01-27,Paid Social,723,665,0,0.0
2025-01-17,Referral,722,603,7,3998.43
2025-10-25,Paid Search,722,665,8,3118.5
2025-02-24,Paid Social,721,688,1,745.31
2025-03-22,Cross-network,721,622,17,9222.85
2025-02-23,Paid Social,720,674,1,1335.53
2025-11-19,Referral,720,678,8,5293.0
2025-01-17,Organic Shopping,719,673,15,7646.75
2025-07-08,Paid Search,718,600,10,6250.74
2025-09-24,Paid Search,718,624,10,7286.099999999999
2025-04-14,Affiliates,717,678,6,2511.2400000000002
2025-08-20,Paid Search,716,605,33,19400.920000000002
2025-04-21,Affiliates,714,674,3,1256.63
2025-04-27,Paid Social,713,696,0,0.0
2025-11-17,Referral,713,656,4,1891.5
2025-08-15,Paid Search,712,601,34,20197.840000000004
2025-11-12,Affiliates,711,682,2,700.6
2025-11-19,SMS,711,600,15,5889.8
2025-05-16,Paid Search,709,591,18,12118.71
2025-09-16,Organic Social,709,690,0,0.0
2025-05-17,Paid Search,708,580,26,13873.510000000002
2025-06-06,Paid Search,708,582,14,10385.949999999999
2025-07-14,Paid Search,708,618,8,3343.21
2025-09-02,Paid Search,708,617,25,11705.999999999998
2025-07-22,Paid Search,707,594,10,4615.52
2025-08-11,Paid Search,706,576,7,2283.92
2025-10-05,Paid Search,704,632,10,5808.9
2025-09-29,Paid Search,703,644,15,10303.949999999999
2025-04-16,Paid Social,700,688,1,17.28
2025-05-20,Affiliates,700,669,5,1485.6599999999999
2025-05-21,SMS,700,542,20,11414.46
2025-09-09,Organic Social,697,672,3,1944.65
2025-02-14,Cross-network,696,606,10,6140.88
2025-09-11,Unassigned,696,630,8,2962.0
2025-03-18,Cross-network,695,593,12,7470.820000000001
2025-08-28,Paid Search,694,611,20,8050.799999999999
2025-06-09,Affiliates,693,646,13,4965.77
2025-07-05,Direct,693,597,15,8148.05
2025-01-29,Paid Social,692,624,0,0.0
2025-05-13,Cross-network,692,584,11,6355.88
2025-02-25,Paid Social,691,673,2,3381.52
2025-06-11,Cross-network,691,607,6,4381.4
2025-07-19,Paid Search,691,592,17,8203.33
2025-01-18,Organic Shopping,690,655,15,7150.0
2025-01-29,Email,690,561,9,6071.320000000001
2025-09-28,Paid Search,690,620,13,3603.2000000000003
2025-07-24,Paid Search,689,587,15,8929.240000000002
2025-04-18,Cross-network,688,603,5,2391.2200000000003
2025-04-26,Paid Search,688,574,16,10802.3
2025-09-19,Paid Search,688,609,6,1488.25
2025-01-14,Paid Shopping,687,638,2,597.0
2025-04-20,Paid Social,687,672,2,2236.2
2025-08-04,Paid Search,687,569,12,10665.89
2025-08-21,Paid Other,687,541,2,2004.73
2025-02-18,Affiliates,686,662,5,1957.63
2025-07-27,Direct,685,582,13,9226.94
2025-07-31,Paid Search,685,592,9,5374.750000000001
2025-09-14,Organic Social,685,669,1,381.65
2025-01-16,Organic Shopping,684,646,15,6168.36
2025-05-07,Affiliates,684,642,1,1423.14
2025-07-21,Paid Search,684,597,12,8283.550000000001
2025-03-05,Paid Social,683,651,0,0.0
2025-06-02,Cross-network,683,593,17,14140.789999999999
2025-08-19,Paid Search,683,572,19,13281.010000000002
2025-03-12,Email,682,568,14,6081.27
2025-01-16,Paid Shopping,681,632,0,0.0
2025-06-07,Paid Search,681,557,18,8875.380000000001
2025-07-25,Paid Search,680,597,9,6850.660000000001
2025-03-19,Cross-network,679,585,4,1588.5600000000002
2025-07-07,Paid Search,678,568,13,11681.0
2025-08-24,Paid Search,678,573,12,4540.67
2025-03-28,Cross-network,677,588,8,5789.39
2025-08-12,Paid Search,677,580,19,12506.640000000001
2025-07-18,Paid Search,676,591,15,10167.18
2025-08-25,Paid Search,676,588,26,20005.69
2025-09-11,Paid Search,676,596,2,709.2
2025-04-09,Email,675,569,7,3772.8
2025-07-29,Paid Search,675,576,10,4410.39
2025-09-24,Organic Social,673,653,1,768.8
2025-09-13,Paid Search,672,591,4,1630.1
2025-04-13,Affiliates,671,652,4,1992.97
2025-09-03,Paid Search,671,593,19,9091.9
2025-09-13,Unassigned,671,617,5,1620.3500000000001
2025-09-20,Paid Search,669,621,9,4460.25
2025-02-21,Email,668,574,11,7759.139999999999
2025-10-31,Paid Search,667,608,18,8228.55
2025-01-22,Paid Social,666,617,1,1211.77
2025-04-04,Affiliates,666,632,1,404.55
2025-08-10,Direct,665,589,5,4102.89
2025-09-09,Paid Search,665,570,10,3536.6
2025-01-18,Referral,664,596,1,331.38
2025-04-26,Paid Social,664,656,1,597.06
2025-04-28,Affiliates,664,627,2,794.11
2025-06-30,Paid Search,664,562,8,6670.879999999999
2025-04-29,Paid Social,663,650,0,0.0
2025-02-10,Email,661,573,10,2156.46
2025-03-09,Paid Social,661,632,1,480.43
2025-06-29,Direct,659,579,9,6314.2300000000005
2025-07-10,Paid Search,658,555,11,7424.76
2025-03-03,Paid Social,657,648,0,0.0
2025-06-18,Cross-network,657,564,6,2871.2800000000007
2025-08-08,Direct,657,580,22,7805.75
2025-04-02,Paid Social,656,635,0,0.0
2025-04-22,Paid Social,656,640,0,0.0
2025-07-12,Affiliates,656,607,1,369.25
2025-07-23,Paid Search,656,564,13,6262.2699999999995
2025-06-15,Paid Search,655,536,9,7471.62
2025-08-13,Paid Search,655,551,13,10216.519999999999
2025-07-01,Paid Search,653,527,10,6704.269999999999
2025-03-13,Paid Social,652,631,2,920.13
2025-06-18,Paid Search,651,532,19,10395.479999999998
2025-08-26,Paid Other,651,507,0,0.0
2025-02-02,Affiliates,650,639,2,2940.92
2025-10-03,Paid Search,650,595,8,3734.05
2025-03-10,Paid Social,649,611,0,0.0
2025-08-06,Paid Search,649,548,8,4300.450000000001
2025-06-11,Paid Search,648,521,13,6945.4
2025-01-12,Organic Shopping,647,594,4,1519.78
2025-04-04,Paid Social,647,630,0,0.0
2025-05-28,Affiliates,647,622,2,1139.71
2025-09-15,SMS,647,571,3,1122.6
2025-09-23,Paid Search,647,576,1,898.0
2025-09-27,Paid Search,647,592,11,5368.0
2025-09-14,Unassigned,646,601,8,3260.25
2025-01-24,Email,645,553,7,6517.889999999999
2025-04-20,Affiliates,645,612,1,91.63
2025-10-18,Paid Search,644,584,7,4716.5
2025-01-31,Affiliates,643,618,3,2138.19
2025-05-30,Cross-network,642,555,7,6915.58
2025-04-28,Paid Social,641,624,2,1607.0700000000002
2025-04-30,Paid Social,640,626,0,0.0
2025-03-13,Cross-network,639,541,7,3567.82
2025-04-24,Affiliates,639,612,2,1209.33
2025-05-27,Paid Search,639,524,38,19265.689999999995
2025-06-06,Cross-network,637,544,7,4777.85
2025-06-12,Paid Search,637,536,14,20716.64
2025-07-26,Paid Search,637,545,10,4343.5
2025-01-25,Affiliates,636,615,0,0.0
2025-02-05,Referral,636,578,4,4089.2200000000003
2025-05-29,Cross-network,636,550,4,2531.5899999999997
2025-09-10,Paid Search,636,568,11,3814.55
2025-08-24,Paid Other,635,523,6,2037.5500000000002
2025-11-11,Referral,635,599,2,855.2
2025-01-25,Paid Social,634,607,1,83.74
2025-03-14,Cross-network,634,546,12,7051.82
2025-05-06,Paid Social,632,613,0,0.0
2025-08-17,Paid Search,632,529,32,22001.38
2025-09-17,Organic Social,632,614,1,2759.0
2025-06-13,Paid Search,631,517,19,11834.550000000001
2025-06-16,Paid Search,631,532,8,4463.19
2025-01-28,Email,627,528,4,1383.75
2025-08-31,Paid Search,627,545,26,14121.349999999999
2025-01-07,SMS,626,460,2,1143.1
2025-01-13,Organic Shopping,626,572,1,78.0
2025-06-14,Paid Search,626,517,11,6854.02
2025-08-30,SMS,626,486,21,11475.6
2025-11-15,Referral,625,580,7,2983.0
2025-05-05,Affiliates,624,591,10,5615.880000000001
2025-01-06,Affiliates,623,569,2,329.79999999999995
2025-11-10,Referral,623,561,3,1641.6499999999999
2025-09-08,Paid Search,621,533,3,1582.4499999999998
2025-06-07,Cross-network,620,520,12,7681.07
2025-06-25,Paid Search,619,518,7,3013.2300000000005
2025-04-21,Paid Social,618,611,0,0.0
2025-09-11,Organic Social,616,600,0,0.0
2025-01-15,Organic Shopping,615,588,6,1491.3400000000001
2025-08-23,Cross-network,615,550,8,5294.68
2025-09-29,Organic Social,615,599,4,986.0
2025-01-12,Affiliates,613,581,2,1048.0
2025-07-11,Affiliates,613,584,1,320.39
2025-08-19,Paid Other,613,497,0,0.0
2025-04-19,Affiliates,612,584,3,406.04999999999995
2025-09-25,Organic Social,612,610,2,673.2
2025-03-20,Cross-network,611,531,7,5600.66
2025-04-01,Paid Social,611,598,0,0.0
2025-08-22,Paid Search,611,514,19,8239.04
2025-02-14,Email,609,536,10,3737.7300000000005
2025-07-11,Paid Search,609,509,11,6880.15
2025-09-12,Organic Social,609,594,0,0.0
2025-05-22,Affiliates,608,576,8,1614.7099999999998
2025-02-26,Paid Social,606,590,1,591.48
2025-06-17,Paid Search,605,496,4,1799.84
2025-04-03,Paid Social,604,589,0,0.0
2025-04-08,Email,603,505,4,1973.0
2025-07-05,Paid Search,603,484,12,7151.869999999999
2025-07-31,SMS,602,466,9,4633.0
2025-06-27,Paid Search,601,506,18,9505.720000000001
2025-01-10,Organic Shopping,600,570,3,1052.11
2025-02-27,Paid Social,600,589,0,0.0
2025-02-28,Affiliates,600,574,5,1496.69
2025-08-09,Direct,599,515,7,4393.07
2025-05-31,Cross-network,598,522,8,3833.69
2025-08-03,Paid Search,598,513,11,5293.549999999999
2025-05-04,Email,597,501,44,21262.480000000003
2025-06-10,Cross-network,597,528,9,7262.750000000001
2025-06-13,Cross-network,596,535,6,3279.5200000000004
2025-11-05,SMS,596,510,2,3070.5
2025-03-12,Affiliates,595,573,2,1010.01
2025-06-05,SMS,595,489,36,14726.740000000002
2025-01-16,SMS,593,447,5,4932.25
2025-05-14,Cross-network,593,504,6,2925.9599999999996
2025-05-21,Paid Social,592,570,0,0.0
2025-07-06,Paid Search,592,476,15,8966.039999999999
2025-08-23,Paid Search,592,502,16,9257.689999999999
2025-09-01,SMS,592,465,26,19406.05
2025-06-09,SMS,591,468,32,19278.46
2025-08-08,Paid Search,591,506,6,2956.09
2025-09-10,Organic Social,590,582,1,58.65
2025-04-30,Email,589,491,21,11334.790000000003
2025-02-26,Affiliates,588,560,2,711.0699999999999
2025-03-19,Email,588,514,6,2773.0299999999997
2025-01-28,Referral,586,532,5,2291.65
2025-02-06,Referral,586,539,9,6945.240000000001
2025-04-16,Affiliates,586,553,5,1712.4499999999998
2025-06-24,Paid Search,586,496,8,4016.4599999999996
2025-11-08,Referral,586,562,3,2135.209331
2025-04-23,Paid Social,584,565,1,629.1
2025-08-07,Paid Search,584,500,15,6960.02
2025-05-17,Paid Social,583,570,0,0.0
2025-08-10,Paid Search,583,481,7,4447.43
2025-02-19,Email,582,494,17,6879.660000000001
2025-05-18,Paid Social,582,574,0,0.0
2025-08-26,Paid Search,582,512,12,7219.6
2025-01-24,Paid Social,581,553,1,756.67
2025-01-31,Paid Social,581,536,1,2390.17
2025-04-29,Email,581,483,24,10340.02
2025-08-20,Affiliates,581,571,2,794.79
2025-01-10,Affiliates,580,546,0,0.0
2025-06-19,Paid Search,580,477,13,7084.390000000001
2025-08-16,Paid Search,580,478,23,8526.269999999999
2025-07-02,Paid Search,579,473,10,4633.55
2025-05-21,Affiliates,578,553,2,1392.72
2025-09-06,Paid Search,578,508,16,9706.650000000001
2025-09-13,Organic Social,577,564,0,0.0
2025-06-01,Cross-network,576,474,9,7170.299999999999
2025-11-16,Paid Shopping,576,544,9,6198.2
2025-07-27,Paid Search,575,478,10,6078.34
2025-08-27,Paid Search,575,498,7,3173.8
2025-11-14,Referral,575,526,5,2922.9999999999995
2025-03-21,Cross-network,574,498,8,3121.25
2025-09-05,Paid Search,573,511,9,7909.049999999999
2025-09-07,Paid Search,573,506,11,4579.95
2025-09-19,Organic Social,573,570,1,393.05
2025-09-26,Organic Social,573,572,2,736.85
2025-06-23,Paid Search,572,473,10,6458.469999999999
2025-11-12,Referral,572,525,3,2474.8
2025-11-16,SMS,571,478,16,11663.899999999998
2025-01-22,Affiliates,570,555,4,1422.58
2025-04-24,Paid Social,570,560,0,0.0
2025-01-23,Paid Social,569,537,1,803.3
2025-06-26,Paid Search,569,486,10,4535.370000000001
2025-10-25,Affiliates,569,561,1,183.2
2025-02-17,Email,567,472,6,875.23
2025-02-14,Referral,565,518,6,6204.590000000001
2025-03-01,Paid Social,565,555,0,0.0
2025-06-14,Cross-network,565,501,10,7821.550000000001
2025-01-11,Organic Shopping,564,511,6,3783.2993320000005
2025-02-21,Affiliates,564,541,2,1262.44
2025-01-21,Paid Shopping,563,524,0,0.0
2025-08-14,Paid Search,561,484,16,12503.32
2025-05-15,Cross-network,560,478,10,7667.02
2025-08-02,Paid Search,559,476,11,4323.5199999999995
2025-03-02,Email,555,468,7,5197.139999999999
2025-05-27,Cross-network,555,440,24,15259.48
2025-06-16,Cross-network,555,474,7,5980.0
2025-05-02,Email,554,465,28,15808.109999999997
2025-01-22,Email,553,486,11,6848.35
2025-01-28,Affiliates,553,527,3,855.99
2025-03-14,Paid Social,553,545,0,0.0
2025-03-31,Paid Social,552,546,0,0.0
2025-03-04,Paid Social,551,541,0,0.0
2025-03-17,Email,551,469,3,1733.25
2025-02-07,Paid Shopping,550,528,2,761.6
2025-04-25,Paid Social,549,536,0,0.0
2025-05-06,Cross-network,549,484,8,8136.36
2025-09-29,Affiliates,549,546,0,0.0
2025-06-15,Cross-network,548,453,9,8081.99
2025-09-02,Affiliates,548,541,5,933.727441
2025-08-29,Affiliates,547,534,1,359.2
2025-09-29,Referral,547,511,3,2840.25
2025-06-21,Paid Search,546,455,14,7822.65
2025-04-04,Email,544,473,5,1147.38
2025-09-18,Organic Social,544,538,0,0.0
2025-09-30,SMS,543,461,19,5762.25
2025-11-17,Paid Shopping,541,508,6,5364.35
2025-01-21,Referral,540,498,3,1229.46
2025-01-23,Organic Shopping,540,507,25,12591.250000000002
2025-02-20,Paid Shopping,540,516,2,907.2
2025-06-20,Paid Search,540,463,8,3047.12
2025-07-13,Paid Search,539,455,5,2057.27
2025-05-01,Email,538,456,31,14389.260000000004
2025-05-01,Paid Social,536,527,0,0.0
2025-08-01,Paid Search,536,449,9,3799.55
2025-09-04,Paid Search,536,479,4,699.95
2025-02-21,Paid Shopping,535,518,2,552.65
2025-04-10,Email,535,454,3,1086.27
2025-05-16,Paid Social,535,526,0,0.0
2025-01-30,Referral,534,459,2,1306.1999999999998
2025-02-04,Email,534,473,7,3027.24
2025-05-10,Paid Social,533,505,3,1985.0
2025-11-13,Affiliates,533,511,2,1276.8
2025-06-02,Affiliates,532,492,7,2763.5300000000007
2025-07-28,Paid Search,532,454,11,3760.5
2025-06-29,Paid Search,531,460,11,5526.620000000001
2025-06-28,Paid Search,529,433,8,2986.8399999999992
2025-10-02,Affiliates,529,513,0,0.0
2025-11-09,Referral,528,501,1,981.0
2025-03-15,Paid Social,524,507,0,0.0
2025-11-13,Referral,524,487,5,3182.715055
2025-08-31,SMS,522,417,22,11031.8
2025-08-19,Affiliates,521,507,0,0.0
2025-01-22,Referral,520,476,5,2931.63
2025-07-03,Paid Search,518,440,6,3029.5
2025-07-04,Paid Search,517,431,15,8200.98
2025-01-23,Referral,516,467,9,5030.599999999999
2025-08-16,Affiliates,516,498,0,0.0
2025-10-14,Affiliates,516,509,0,0.0
2025-04-15,Email,514,447,3,3838.5
2025-09-28,Organic Social,514,509,3,3295.4
2025-07-12,Paid Search,513,440,11,6095.97
2025-01-29,Referral,512,460,5,5689.26
2025-02-03,Affiliates,512,492,1,349.0
2025-06-22,Paid Search,512,438,12,6712.959999999999
2025-08-25,Affiliates,512,500,3,1104.3600000000001
2025-11-18,Paid Shopping,512,485,11,5479.2
2025-03-22,Email,511,430,27,11379.19
2025-03-24,Email,511,428,22,10377.24
2025-09-26,Affiliates,511,508,0,0.0
2025-02-03,Referral,510,470,7,3364.58
2025-02-06,Paid Shopping,510,493,1,884.89
2025-06-12,Cross-network,510,454,5,3622.7299999999996
2025-02-07,Referral,508,443,3,1226.1299999999999
2025-05-28,Cross-network,507,429,9,5315.66
2025-01-28,Organic Shopping,505,481,18,7405.759999999998
2025-01-27,Referral,504,458,7,5373.08
2025-01-24,Referral,503,441,11,6567.23
2025-04-07,Affiliates,503,481,3,762.0699999999999
2025-08-29,SMS,502,391,12,9173.806011
2025-03-22,Paid Social,500,493,1,305.31
2025-08-09,Paid Search,500,407,5,3232.6400000000003
2025-07-09,Affiliates,499,482,2,1017.21
2025-01-21,Organic Shopping,497,469,13,7785.49
2025-02-09,Paid Shopping,495,484,2,2692.82
2025-03-23,Paid Social,495,478,3,1790.88
2025-03-25,Email,495,404,5,1026.23
2025-01-09,Organic Shopping,494,450,1,349.0
2025-01-26,Organic Shopping,493,475,13,6671.400000000001
2025-04-12,Affiliates,493,460,4,2028.42
2025-02-04,Referral,491,442,10,6773.05
2025-09-16,Affiliates,491,486,2,2038.3
2025-05-19,Affiliates,489,467,1,105.93
2025-04-08,Affiliates,487,447,5,962.7500000000001
2025-08-15,Affiliates,486,481,6,2058.82
2025-02-22,Affiliates,485,461,1,381.65
2025-10-26,Affiliates,485,478,3,1763.950852
2025-09-27,Affiliates,482,480,2,629.495892
2025-11-10,Paid Shopping,480,455,2,2099.0
2025-03-17,Paid Social,479,465,0,0.0
2025-05-12,Referral,479,447,5,4611.7
2025-07-22,SMS,479,391,4,3048.52
2025-01-25,Referral,478,441,9,4092.28
2025-02-15,Paid Shopping,478,454,1,450.4
2025-08-28,Affiliates,478,451,8,4800.1903090000005
2025-02-16,Affiliates,477,444,4,1367.98
2025-01-24,Organic Shopping,476,452,14,7185.409999999999
2025-11-06,Referral,475,438,2,663.1
2025-01-26,Affiliates,474,452,1,69.45
2025-02-03,Paid Social,474,452,0,0.0
2025-05-09,Paid Social,472,465,0,0.0
2025-01-31,Referral,471,422,4,4316.7300000000005
2025-05-22,Paid Social,470,446,1,53.2
2025-03-24,Affiliates,468,447,4,1154.25
2025-03-22,SMS,466,364,7,5186.91
2025-04-11,Email,466,426,2,845.63
2025-01-26,Referral,464,422,5,1732.81
2025-02-05,Paid Shopping,463,443,0,0.0
2025-02-24,Paid Shopping,463,447,4,823.42
2025-05-14,Paid Social,463,457,0,0.0
2025-09-27,Organic Social,463,455,2,764.5
2025-11-12,Paid Shopping,463,452,3,2828.2
2025-11-15,Paid Shopping,462,438,6,5281.8
2025-05-19,Paid Social,461,453,0,0.0
2025-03-24,Paid Social,459,445,0,0.0
2025-06-29,Affiliates,459,442,1,333.31
2025-01-18,Email,457,388,3,980.51
2025-09-01,Paid Shopping,457,423,9,8071.200000000001
2025-11-03,Referral,457,422,3,1836.350785
2025-02-08,Paid Shopping,455,436,0,0.0
2025-11-07,Referral,455,416,3,2273.0
2025-11-19,Paid Shopping,455,429,6,2837.0
2025-02-06,Affiliates,454,436,3,1419.37
2025-02-10,Affiliates,454,413,8,3701.0400000000004
2025-05-13,Paid Social,454,441,0,0.0
2025-01-22,Paid Shopping,453,425,0,0.0
2025-01-25,Organic Shopping,453,432,12,4910.0199999999995
2025-02-08,Referral,453,413,7,4190.55
2025-02-17,Referral,452,403,11,4586.25
2025-03-13,Affiliates,451,431,3,1508.99
2025-03-31,Referral,450,411,6,2507.19
2025-05-09,SMS,449,358,12,4640.59
2025-03-16,Paid Social,448,445,0,0.0
2025-09-17,Affiliates,448,445,1,373.5
2025-10-28,Affiliates,448,433,2,933.5999999999999
2025-01-23,Paid Shopping,447,427,7,4554.66
2025-05-08,Paid Social,447,432,0,0.0
2025-05-26,Paid Social,447,429,0,0.0
2025-09-01,Affiliates,447,439,16,1701.15
2025-11-13,Paid Shopping,447,432,2,1409.3
2025-02-10,Referral,446,400,3,2023.4299999999998
2025-03-30,Paid Social,445,435,0,0.0
2025-05-11,Paid Social,445,421,0,0.0
2025-02-12,Email,444,379,12,6772.290000000001
2025-03-21,Paid Social,444,436,0,0.0
2025-02-15,Referral,443,402,3,2091.18
2025-02-24,Referral,443,394,4,1617.5800000000002
2025-10-27,Affiliates,443,435,3,2562.7
2025-02-16,Referral,441,412,7,4679.32
2025-03-25,Affiliates,441,428,0,0.0
2025-07-27,Affiliates,440,426,3,1636.9
2025-11-05,Referral,440,407,5,4866.75
