# ----------------------------------------
# Traffic acquisition: Session default channel group
# Account: HigherDOSE
# Property: higherdose.com - GA4
# ----------------------------------------
# 
# All Users
# Start date: 20250101
# End date: 20250729
Session default channel group,Date,Sessions,Engaged sessions,Engagement rate,Average engagement time per session,Events per session,Event count,Key events,Session key event rate,Total revenue
Unassigned,20250529,1572,674,0.4287531806615776,28.708651399491096,6.066793893129771,9537,22,0.013358778625954198,13033.52
Referral,20250107,1570,668,0.42547770700636944,16.99108280254777,6.6528662420382165,10445,2,0.0012738853503184713,1383
Paid Search,20250221,1564,876,0.5601023017902813,43.55434782608695,7.81457800511509,12222,39,0.024936061381074168,22607.48
Direct,20250428,1563,882,0.564299424184261,23.756877799104288,6.873320537428023,10743,27,0.01727447216890595,14818.58
Organic Search,20250520,1562,855,0.5473751600512163,60.429577464788736,7.284891165172855,11379,17,0.01088348271446863,8207.86
Organic Social,20250614,1561,259,0.16591928251121077,9.617552850736708,4.74375400384369,7405,5,0.0032030749519538757,2092.07
Organic Social,20250527,1560,463,0.2967948717948718,16.29423076923077,5.376282051282051,8387,17,0.010897435897435897,7610.53
Paid Search,20250310,1559,811,0.5202052597819115,35.52341244387428,7.884541372674792,12292,29,0.01860166773572803,27759.79
Organic Search,20250610,1558,862,0.5532734274711169,56.99293966623877,7.517329910141207,11712,18,0.010911424903722721,16859.73
Organic Social,20250613,1557,293,0.18818240205523443,9.19781631342325,4.77456647398844,7434,1,0.0006422607578676942,431.42
Cross-network,20250628,1555,563,0.36205787781350485,29.29710610932476,5.723472668810289,8900,7,0.0045016077170418,3818.1
Organic Search,20250224,1555,900,0.5787781350482315,48.306752411575566,6.756913183279742,10507,12,0.0077170418006430866,6094.16
Organic Search,20250303,1555,866,0.5569131832797428,46.221221864951765,6.087459807073955,9466,11,0.00707395498392283,7454.18
Paid Search,20250523,1555,631,0.4057877813504823,37.9491961414791,7.639871382636656,11880,49,0.030868167202572346,26715.53
Direct,20250503,1553,963,0.6200901481004507,23.746941403734706,7.264649066323245,11282,28,0.0180296200901481,20890.84
Unassigned,20250508,1552,701,0.45167525773195877,34.17332474226804,6.954252577319588,10793,31,0.01997422680412371,18925.97
Direct,20250131,1550,767,0.49483870967741933,31.573548387096775,7.138709677419355,11065,32,0.02064516129032258,21470.94
Direct,20250512,1550,723,0.4664516129032258,24.841290322580644,6.390322580645162,9905,19,0.012258064516129033,10505.72
Organic Social,20250609,1550,532,0.3432258064516129,18.28,6.129677419354839,9501,12,0.007741935483870968,5031.17
Direct,20250125,1542,770,0.4993514915693904,35.29312581063554,7.395590142671855,11404,36,0.02204928664072633,23930.19
Organic Search,20250413,1542,895,0.5804150453955902,57.021400778210115,6.784046692607004,10461,13,0.008430609597924773,6338.07
Direct,20250507,1539,846,0.5497076023391813,28.402858999350226,6.801819363222872,10468,17,0.011046133853151396,11830.4
Paid Search,20250219,1539,826,0.5367121507472384,40.757634827810264,7.948667966211826,12233,19,0.012345679012345678,10326.56
Organic Search,20250310,1537,850,0.5530253741054001,45.05725439167209,6.413142485361093,9857,12,0.007807417046193884,4370.04
Paid Search,20250302,1537,881,0.5731945348080677,42.34743005855563,7.8497072218607675,12065,24,0.015614834092387769,13088.26
Unassigned,20250712,1537,478,0.3109954456733897,28.049446974625894,5.624593363695511,8645,18,0.011711125569290826,6808.8
Unassigned,20250716,1537,622,0.4046844502277163,36.87833441769681,5.956408588158751,9155,28,0.018217306441119064,14018.13
Referral,20250112,1535,661,0.43061889250814334,17.654071661237786,6.298371335504886,9668,4,0.0026058631921824105,1625.85
Unassigned,20250515,1534,741,0.4830508474576271,32.46023468057366,6.872881355932203,10543,34,0.02151238591916558,19257.38
Cross-network,20250707,1532,693,0.45234986945169714,31.91514360313316,6.381201044386423,9776,6,0.0039164490861618795,3359.92
Organic Search,20250318,1532,899,0.5868146214099217,55.16906005221932,6.830287206266319,10464,14,0.009138381201044387,5925.73
Paid Search,20250225,1531,858,0.5604180274330502,42.257348138471585,7.815153494448073,11965,32,0.020901371652514697,18805.07
Cross-network,20250714,1529,600,0.3924133420536298,27.932635709614125,5.852190974493133,8948,8,0.005232177894048398,6294.99
Organic Search,20250320,1529,907,0.5931981687377371,50.725964682799216,6.676258992805756,10208,17,0.011118378024852845,8493.61
Organic Search,20250424,1529,865,0.565729234793983,51.57946370176586,6.86592544146501,10498,12,0.007194244604316547,11629.22
Organic Search,20250513,1529,894,0.5846958796599084,51.92740353172008,6.683453237410072,10219,17,0.011118378024852845,10926.2
Organic Search,20250411,1527,853,0.5586116568434839,51.100851342501635,7.025540275049116,10728,10,0.006548788474132285,6794.37
Unassigned,20250131,1527,578,0.3785199738048461,26.57956777996071,5.814014407334643,8878,26,0.017026850032743943,14416.48
Organic Search,20250311,1524,859,0.5636482939632546,47.96784776902887,6.582020997375328,10031,8,0.005249343832020997,6398.2
Cross-network,20250708,1523,663,0.43532501641497046,31.939592908732763,6.213394615889691,9463,9,0.005909389363099146,6835.63
Paid Shopping,20250108,1523,524,0.34405778069599474,5.247537754432042,4.982928430728824,7589,5,0.003282994090610637,2444.38
Organic Social,20250617,1522,316,0.2076215505913272,11.204336399474375,4.759526938239159,7244,3,0.0019710906701708277,1275.27
Paid Search,20250309,1521,730,0.4799474030243261,38.77975016436555,7.648257725180802,11633,25,0.01643655489809336,19514.61
Paid Social,20250120,1521,1055,0.6936226166995397,5.326101249178172,4.245890861275477,6458,1,0.0006574621959237344,1061.7
Paid Social,20250115,1520,596,0.39210526315789473,4.943421052631579,4.189473684210526,6368,0,0,0
Organic Search,20250316,1519,886,0.5832784726793944,51.126398946675444,6.599736668861093,10025,14,0.009216589861751152,11235.97
Organic Search,20250603,1519,811,0.5339038841342989,56.96905859117841,6.814351547070441,10351,12,0.007899934167215274,6843.84
Organic Search,20250602,1518,868,0.5718050065876152,56.16600790513834,6.669960474308301,10125,14,0.00922266139657444,8014.08
Affiliates,20250213,1517,379,0.24983520105471324,8.909690177982862,4.691496374423203,7117,2,0.0013183915622940012,713.44
Cross-network,20250430,1517,734,0.4838497033618985,31.139090309822016,6.4798945286750165,9830,12,0.007910349373764008,8076.25
Organic Search,20250504,1514,921,0.6083223249669749,58.48216644649934,7.653236459709379,11587,23,0.015191545574636724,14476.22
Organic Search,20250403,1513,880,0.5816259087904825,51.832782551222735,6.45340383344349,9764,17,0.011235955056179775,19797.79
Organic Search,20250514,1513,829,0.5479180436219432,50.47587574355585,6.515532055518837,9858,13,0.008592200925313946,7162.58
Paid Shopping,20250112,1513,489,0.32319894249834763,5.717779246530073,5.02048909451421,7596,1,0.0006609385327164573,1900.81
Organic Search,20250307,1512,898,0.593915343915344,57.335978835978835,7.039021164021164,10643,10,0.006613756613756613,5410.18
Unassigned,20250510,1512,747,0.49404761904761907,52.208333333333336,8.74074074074074,13216,44,0.0291005291005291,17801.27
Organic Social,20250622,1511,381,0.25215089344804764,12.023163467902052,5.28457974851092,7985,6,0.003970880211780278,2943.76
Unassigned,20250128,1511,587,0.3884844473858372,26.84844473858372,5.833223031105228,8814,23,0.01455989410986102,14295.08
Unassigned,20250322,1511,651,0.4308405029781602,47.213765718067506,7.034414295168762,10629,34,0.022501654533421574,20003.11
Direct,20250205,1509,678,0.44930417495029823,30.251822398939694,6.416832339297548,9683,24,0.015904572564612324,19888.64
Affiliates,20250116,1507,1223,0.8115461181154612,5.493032514930325,3.865295288652953,5825,1,0.0006635700066357001,107.91
Organic Search,20250121,1503,899,0.5981370592149036,45.3459747172322,6.463739188290086,9715,19,0.011976047904191617,12433.35
Organic Search,20250225,1500,880,0.5866666666666667,45.75066666666667,6.700666666666667,10051,10,0.006666666666666667,4649.47
Unassigned,20250202,1498,588,0.3925233644859813,28.587449933244326,6.006675567423231,8998,27,0.018024032042723633,13130.41
Organic Search,20250528,1494,789,0.5281124497991968,54.97791164658634,6.718206157965194,10037,12,0.008032128514056224,9333.54
Direct,20250202,1492,694,0.4651474530831099,32.85924932975871,6.867962466487936,10247,29,0.01943699731903485,18393.85
Paid Search,20250329,1488,920,0.6182795698924731,49.299059139784944,8.71236559139785,12964,21,0.014112903225806451,11200
Paid Search,20250501,1485,953,0.6417508417508417,50.44713804713805,9.935353535353535,14754,47,0.030303030303030304,28927.32
Organic Social,20250706,1484,386,0.2601078167115903,12.407681940700808,5.445417789757412,8081,4,0.0026954177897574125,1644.11
Unassigned,20250505,1483,615,0.41469993256911664,31.628455832771408,7.156439649359407,10613,40,0.026972353337828724,19775.16
Unassigned,20250424,1480,642,0.4337837837837838,28.673648648648648,6.357432432432432,9409,37,0.025,9784.23
Direct,20250130,1479,678,0.45841784989858014,30.95605138607167,6.77552400270453,10021,27,0.018255578093306288,16069.05
Affiliates,20250326,1478,217,0.14682002706359945,4.783491204330176,4.372801082543979,6463,2,0.0013531799729364006,823.41
Paid Search,20250218,1478,824,0.557510148849797,40.335588633288225,7.7530446549391066,11459,22,0.014884979702300407,11520.3
Organic Search,20250604,1477,825,0.5585646580907244,55.341909275558564,6.976303317535545,10304,20,0.013540961408259987,10879.56
Cross-network,20250706,1475,597,0.4047457627118644,32.16203389830508,5.9667796610169495,8801,11,0.007457627118644068,15641.26
Direct,20250527,1475,774,0.5247457627118645,31.76135593220339,7.694915254237288,11350,58,0.03864406779661017,34626.32
Organic Search,20250122,1475,888,0.6020338983050847,45.94508474576271,6.627118644067797,9775,16,0.010169491525423728,10248.71
Direct,20250206,1474,695,0.47150610583446406,28.149932157394844,6.943690637720488,10235,32,0.02103120759837178,13628.3
Direct,20250429,1474,833,0.5651289009497965,24.703527815468114,7.042062415196743,10380,23,0.014925373134328358,12888.93
Organic Search,20250223,1474,869,0.5895522388059702,52.34464043419268,7.079375848032565,10435,14,0.009497964721845319,4142.26
Unassigned,20250706,1473,631,0.428377460964019,44.372708757637476,6.448065173116089,9498,17,0.011541072640868975,9008.5
Direct,20250210,1469,704,0.4792375765827093,26.250510551395507,6.458815520762424,9488,29,0.019741320626276378,17203.84
Direct,20250212,1469,716,0.4874063989108237,31.893805309734514,6.9857045609258,10262,28,0.01906058543226685,20124.53
Direct,20250502,1467,856,0.5835037491479209,23.073619631901842,6.941376959781868,10183,30,0.02044989775051125,16456.86
Unassigned,20250415,1465,584,0.3986348122866894,26.32764505119454,6.090784982935154,8923,19,0.012969283276450512,9655.94
Cross-network,20250713,1464,541,0.36953551912568305,25.24590163934426,5.6256830601092895,8236,6,0.004098360655737705,2441.04
Unassigned,20250205,1463,591,0.4039644565960355,25.466165413533833,5.730006835269993,8383,23,0.015037593984962405,13427.98
Direct,20250521,1462,802,0.5485636114911081,34.28454172366621,7.710670314637483,11273,48,0.03283173734610123,32119.45
Unassigned,20250630,1462,686,0.4692202462380301,41.41792065663475,6.722298221614227,9828,23,0.01573187414500684,8437.21
Organic Search,20250522,1461,808,0.5530458590006845,55.987679671457904,7,10227,20,0.013689253935660506,10513.49
Unassigned,20250129,1461,579,0.39630390143737165,27.598904859685145,5.813141683778234,8493,24,0.01642710472279261,15602.24
Organic Search,20250210,1460,806,0.552054794520548,46.733561643835614,6.3787671232876715,9313,9,0.0061643835616438354,3125.88
Cross-network,20250705,1459,583,0.3995887594242632,30.394790952707332,6.2234407128169975,9080,10,0.006854009595613434,4580.19
Cross-network,20250504,1458,792,0.5432098765432098,40.03429355281207,7.517146776406036,10960,13,0.008916323731138546,7389.11
Unassigned,20250503,1458,570,0.39094650205761317,29.214677640603565,6.574074074074074,9585,22,0.015089163237311385,13279.71
Paid Other,20250605,1457,373,0.2560054907343857,11.935483870967742,4.5271105010295125,6596,4,0.002745367192862045,2244.42
Organic Search,20250515,1454,831,0.5715268225584594,50.016506189821186,6.894085281980743,10024,11,0.007565337001375516,7050.36
Organic Search,20250321,1453,841,0.5788024776324845,60.10392291810048,7.098417068134894,10314,15,0.01032346868547832,9669.99
Paid Search,20250226,1450,838,0.5779310344827586,45.580689655172414,8.367586206896553,12133,26,0.01793103448275862,19857.18
Organic Search,20250502,1448,832,0.574585635359116,55.35013812154696,7.291436464088398,10558,22,0.015193370165745856,15769.63
Organic Search,20250519,1448,794,0.5483425414364641,58.2603591160221,6.583563535911602,9533,13,0.008977900552486187,5484.71
Cross-network,20250522,1446,716,0.4951590594744122,44.01106500691563,7.024204702627939,10157,22,0.015214384508990318,12961.39
Organic Search,20250508,1446,863,0.5968188105117566,56.23928077455049,7.5345781466113415,10895,12,0.008298755186721992,15085.7
Organic Social,20250403,1446,270,0.18672199170124482,7.368603042876901,4.544951590594744,6572,3,0.002074688796680498,1268.4
Cross-network,20250721,1445,566,0.3916955017301038,29.73356401384083,5.721799307958477,8268,9,0.006228373702422145,4132.04
Paid Search,20250215,1445,829,0.5737024221453287,50.05397923875432,8.175778546712802,11814,23,0.01591695501730104,11280.03
Direct,20250207,1444,635,0.43975069252077564,29.44459833795014,6.415512465373961,9264,23,0.01592797783933518,16152.28
Organic Search,20250308,1444,855,0.5921052631578947,58.4404432132964,7.027700831024931,10148,16,0.0110803324099723,12561.38
Unassigned,20250717,1444,652,0.4515235457063712,45.587950138504155,6.863573407202216,9911,27,0.018698060941828253,13665.3
Direct,20250201,1443,689,0.4774774774774775,34.284130284130285,6.927927927927928,9997,35,0.024255024255024255,22913.42
Organic Search,20250523,1441,785,0.5447605829285218,61.308119361554475,7.042331714087439,10148,22,0.015267175572519083,12639.84
Unassigned,20250725,1441,614,0.4260929909784872,38.541984732824424,6.680083275503123,9626,28,0.01943095072866065,13607.27
Cross-network,20250727,1440,545,0.3784722222222222,31.101388888888888,6.11875,8811,6,0.004166666666666667,1813.52
Direct,20250204,1440,685,0.4756944444444444,38.43194444444445,6.792361111111111,9781,23,0.01597222222222222,14907.97
Organic Search,20250312,1437,867,0.6033402922755741,52.02505219206681,6.638830897703549,9540,9,0.006263048016701462,5257.13
Organic Social,20250322,1437,750,0.5219206680584552,23.30062630480167,8.13500347947112,11690,27,0.018789144050104383,11712.58
Organic Search,20250220,1436,831,0.5786908077994429,49.943593314763234,7.163649025069638,10287,14,0.009052924791086351,7920.94
Cross-network,20250624,1435,615,0.42857142857142855,33.53379790940767,6.3254355400696864,9077,12,0.008362369337979094,6269.8
Organic Search,20250313,1435,828,0.5770034843205575,48.78048780487805,6.792334494773519,9747,13,0.009059233449477353,10829.61
Organic Search,20250418,1430,805,0.5629370629370629,52.74545454545454,6.5517482517482515,9369,7,0.0048951048951048955,6391.94
Organic Social,20250321,1428,375,0.26260504201680673,7.661064425770308,4.734593837535014,6761,6,0.004201680672268907,2209.55
Organic Social,20250402,1426,272,0.19074333800841514,7.446002805049089,4.5673211781206176,6513,5,0.0035063113604488078,2355
Cross-network,20250505,1425,760,0.5333333333333333,33.25543859649123,7.011228070175439,9991,18,0.01263157894736842,12877.79
Cross-network,20250728,1423,525,0.3689388615600843,20.634574841883346,5.3021784961349265,7545,6,0.004216444132115249,3270.19
Organic Search,20250226,1423,837,0.5881939564300773,52.77020379479972,6.890372452565003,9805,16,0.011243851018973999,7136.47
Direct,20250211,1419,671,0.4728682170542636,32.199436222692036,6.723749119097956,9541,25,0.017618040873854827,23903.27
Organic Search,20250404,1419,813,0.572938689217759,49.83157152924595,6.856236786469345,9729,10,0.007047216349541931,7166.44
Direct,20250511,1418,730,0.5148095909732017,26.817348377997178,6.848377997179125,9711,31,0.021861777150916785,19391.97
Organic Search,20250427,1418,844,0.5952045133991537,57.276445698166434,7.503526093088857,10640,24,0.01692524682651622,13849.08
Organic Search,20250529,1415,762,0.5385159010600706,57.41342756183746,6.568904593639576,9295,5,0.0035335689045936395,2572.62
Cross-network,20250621,1413,570,0.4033970276008493,30.38216560509554,5.699221514508139,8053,4,0.0028308563340410475,2320.62
Direct,20250203,1413,664,0.4699221514508139,36.333333333333336,6.706298655343241,9476,21,0.014861995753715499,13290.09
Organic Search,20250328,1413,788,0.5576786978060864,49.61995753715499,6.4317055909412595,9088,10,0.007077140835102618,6359.84
Organic Search,20250217,1412,836,0.5920679886685553,46.13314447592068,6.603399433427762,9324,21,0.014872521246458924,14743.83
Organic Search,20250525,1412,793,0.5616147308781869,57.391643059490086,7.479461756373937,10561,45,0.029745042492917848,22157.16
Unassigned,20250430,1412,511,0.3618980169971671,23.54957507082153,6.296033994334278,8890,20,0.014164305949008499,11048.03
Organic Search,20250302,1407,800,0.5685856432125089,52.753375977256574,6.504619758351102,9152,11,0.007818052594171997,7289.88
Affiliates,20250410,1400,348,0.24857142857142858,6.77,4.664285714285715,6530,1,0.0007142857142857143,341.58
Organic Search,20250329,1398,776,0.5550786838340487,48.404148783977114,6.366952789699571,8901,15,0.01072961373390558,8605.94
Organic Search,20250330,1397,848,0.6070150322118826,56.571939871152466,6.604151753758053,9226,13,0.009305654974946313,5942.24
Affiliates,20250628,1394,675,0.48421807747489237,19.323529411764707,7.492826398852224,10445,1,0.0007173601147776184,409.51
Direct,20250520,1394,740,0.5308464849354376,31.604734576757533,7.602582496413199,10598,24,0.01721664275466284,12441.06
Direct,20250515,1393,618,0.44364680545585067,31.66762383345298,6.95908111988514,9694,18,0.012921751615218953,12634.35
Organic Social,20250714,1391,290,0.20848310567936737,10.309130122214235,4.664989216391086,6489,2,0.0014378145219266715,526.97
Paid Search,20250303,1390,769,0.5532374100719425,42.57697841726619,7.986330935251798,11101,15,0.01079136690647482,7770.45
Unassigned,20250612,1390,588,0.42302158273381296,40.07122302158273,6.1410071942446045,8536,21,0.015107913669064749,11342.82
Paid Search,20250224,1389,789,0.5680345572354212,43.6601871850252,8.1792656587473,11361,27,0.018718502519798418,15191.3
Organic Social,20250715,1387,326,0.2350396539293439,9.445565969718817,4.832732516222062,6703,3,0.0021629416005767843,912.83
Unassigned,20250516,1387,553,0.3987022350396539,31.955299206921413,6.772170151405912,9393,26,0.01802451333813987,15049.29
Organic Search,20250322,1386,828,0.5974025974025974,54.67171717171717,7.31024531024531,10132,20,0.01443001443001443,9919.04
Organic Search,20250227,1382,824,0.5962373371924746,50.55354558610709,7.1845151953690305,9929,13,0.009406657018813314,5579.06
Cross-network,20250620,1381,593,0.42939898624185374,36.88052136133237,6.1882693700217235,8546,16,0.010137581462708182,9251.66
Organic Social,20250621,1380,333,0.24130434782608695,12.091304347826087,5.160144927536232,7121,8,0.005797101449275362,3475.43
Organic Search,20250218,1379,809,0.5866569978245105,47.88687454677302,6.859318346627991,9459,21,0.015228426395939087,10129.32
Organic Search,20250405,1378,817,0.5928882438316401,56.29100145137881,7.238751814223512,9975,10,0.00725689404934688,4629.69
Cross-network,20250719,1377,557,0.4045025417574437,30.93681917211329,5.846042120551925,8050,6,0.004357298474945534,4121.24
Paid Search,20250521,1375,718,0.5221818181818182,54.004363636363635,9.50909090909091,13075,43,0.03127272727272727,18696.65
Paid Search,20250525,1375,857,0.6232727272727273,64.52363636363637,10.631272727272727,14618,65,0.04654545454545454,32271.8
Paid Social,20250524,1374,349,0.2540029112081514,23.71324599708879,5.080786026200873,6981,4,0.002911208151382824,2772.04
Affiliates,20250504,1373,311,0.22651128914785143,15.501092498179169,5.303714493809177,7282,15,0.010924981791697014,5850.5
Cross-network,20250704,1373,576,0.41951930080116534,33.60014566642389,5.870356882738529,8060,11,0.008011653313911144,7938.09
Cross-network,20250720,1372,570,0.41545189504373176,32.96865889212828,5.9723032069970845,8194,10,0.007288629737609329,5648.46
Organic Search,20250420,1371,803,0.5857038657913931,55.75054704595186,6.889861415025528,9446,11,0.008023340627279359,7005.16
Cross-network,20250702,1370,545,0.3978102189781022,24.894890510948905,5.550364963503649,7604,7,0.0051094890510948905,3927.96
Unassigned,20250601,1370,588,0.4291970802919708,107.87664233576642,10.375912408759124,14215,19,0.013868613138686132,9872.32
Organic Search,20250509,1369,807,0.589481373265157,47.08254200146092,6.576333089846603,9003,17,0.01241782322863404,12524.75
Cross-network,20250622,1368,562,0.4108187134502924,36.736111111111114,6.075292397660819,8311,10,0.007309941520467836,4608.14
Unassigned,20250606,1368,561,0.4100877192982456,38.03728070175438,6.2595029239766085,8563,30,0.021929824561403508,15869.48
Cross-network,20250703,1367,602,0.4403803950256035,34.6613021214338,6.011704462326262,8218,7,0.005120702267739576,2858.87
Cross-network,20250501,1366,743,0.5439238653001464,40.86163982430454,7.683748169838946,10496,19,0.013909224011713031,11135.08
Paid Social,20250118,1366,976,0.7144948755490483,5.19692532942899,4.167642752562226,5693,0,0,0
Cross-network,20250709,1365,609,0.4461538461538462,31.416849816849815,6.184615384615385,8442,12,0.008791208791208791,6699.97
Cross-network,20250626,1362,536,0.3935389133627019,34.34728340675477,5.993392070484582,8163,7,0.005139500734214391,3786.08
Cross-network,20250627,1362,540,0.3964757709251101,36.265785609397945,5.995594713656388,8166,7,0.005139500734214391,4226.05
Organic Social,20250718,1362,290,0.21292217327459617,10.349486049926579,4.608663729809105,6277,3,0.0022026431718061676,903.66
Organic Search,20250212,1361,793,0.582659808963997,47.36884643644379,6.789860396767083,9241,14,0.010286554004408524,7870.67
Cross-network,20250625,1359,573,0.4216335540838852,33.99852832965416,6.001471670345842,8156,5,0.003679175864606328,2629.82
Direct,20250209,1358,653,0.4808541973490427,37.05670103092783,7.206185567010309,9786,28,0.019882179675994108,17071.73
Paid Search,20250301,1357,765,0.5637435519528371,47.77008106116433,8.112011790714812,11008,23,0.01694915254237288,17994.93
Organic Search,20250211,1356,827,0.609882005899705,50.77728613569322,6.755899705014749,9161,17,0.012536873156342183,7295.7
Organic Search,20250419,1356,801,0.5907079646017699,50.21755162241888,6.713864306784661,9104,13,0.009587020648967551,7990.02
Organic Search,20250611,1356,718,0.5294985250737463,53.45796460176991,6.823746312684365,9253,7,0.005162241887905605,5088.95
Paid Search,20250227,1356,761,0.5612094395280236,46.05309734513274,8.06047197640118,10930,31,0.022861356932153392,19781.84
Direct,20250427,1354,809,0.5974889217134417,29.41949778434269,7.683899556868537,10404,32,0.022895125553914326,15566.57
Direct,20250208,1353,619,0.4575018477457502,35.118255728011825,6.778270509977827,9171,21,0.015521064301552107,8263.44
Organic Search,20250412,1349,782,0.5796886582653817,56.80800593031876,7.226834692364714,9749,13,0.009636767976278725,9679.75
Direct,20250425,1347,727,0.5397178916109874,23.174461766889383,6.344469190794358,8546,18,0.013363028953229399,9174.84
Paid Social,20250117,1347,950,0.7052709725315516,6.288047512991834,4.205642167780252,5665,0,0,0
SMS,20250526,1347,934,0.6933927245731255,65.37564959168523,11.903489235337787,16034,96,0.07126948775055679,57849.58
Organic Search,20250213,1346,774,0.575037147102526,41.84843982169391,6.2689450222882614,8438,15,0.011144130757800892,6672.53
Organic Search,20250314,1345,748,0.5561338289962825,45.985130111524164,6.88550185873606,9261,14,0.010408921933085501,10301.1
Paid Search,20250222,1345,736,0.5472118959107807,40.17174721189591,7.636431226765799,10271,28,0.020817843866171002,15483.35
Organic Search,20250127,1344,795,0.5915178571428571,55.11830357142857,6.886904761904762,9256,11,0.00818452380952381,7700.51
Organic Social,20250623,1344,303,0.22544642857142858,8.620535714285714,4.848958333333333,6517,4,0.002976190476190476,1314.76
Paid Social,20250108,1343,391,0.2911392405063291,5.219657483246463,4.562174236783321,6127,1,0.0007446016381236039,1644
Organic Search,20250406,1342,772,0.5752608047690015,52.56408345752608,6.321162444113264,8483,8,0.005961251862891207,3585.99
Organic Social,20250620,1342,321,0.2391952309985097,11.613263785394933,4.878539493293592,6547,8,0.005961251862891207,3323.38
Unassigned,20250511,1342,680,0.5067064083457526,34.783904619970194,7.842026825633383,10524,47,0.03502235469448584,20909.75
Direct,20250602,1341,757,0.5645041014168531,35.50708426547353,7.486950037285608,10040,29,0.02162565249813572,13640.92
Unassigned,20250429,1341,541,0.4034302759134974,27.44519015659955,6.500372856077554,8717,29,0.02162565249813572,23690.39
Unassigned,20250726,1339,563,0.42046303211351754,38.273338312173266,6.325616131441374,8470,19,0.014189693801344288,8291.11
Unassigned,20250130,1338,549,0.4103139013452915,28.74813153961136,6.061285500747384,8110,16,0.01195814648729447,8671.5
Unassigned,20250423,1338,516,0.38565022421524664,30.532137518684603,6.57847533632287,8802,19,0.014200298953662182,12271.78
Organic Search,20250128,1337,800,0.5983545250560958,51.15183246073298,7.013462976813762,9377,17,0.012715033657442034,14823.72
Direct,20250323,1335,716,0.5363295880149813,38.410486891385766,8.088389513108615,10798,61,0.045692883895131084,33050.02
Unassigned,20250412,1335,597,0.44719101123595506,35.55580524344569,6.590262172284644,8798,30,0.02247191011235955,12569.01
Organic Search,20250123,1334,784,0.5877061469265368,55.284857571214395,6.750374812593703,9005,13,0.009745127436281859,9234.59
Cross-network,20250429,1333,666,0.49962490622655664,30.621155288822205,6.451612903225806,8600,19,0.014253563390847712,13909.19
Unassigned,20250504,1333,499,0.3743435858964741,30.216054013503374,7.034508627156789,9377,42,0.03150787696924231,21390.12
Cross-network,20250701,1330,547,0.4112781954887218,34.305263157894736,6.299248120300752,8378,4,0.0030075187969924814,2237.52
Organic Search,20250126,1330,809,0.6082706766917293,51.47744360902256,6.774436090225564,9010,20,0.015037593984962405,14082.84
Organic Search,20250315,1330,769,0.5781954887218045,50.158646616541354,7.176691729323308,9545,9,0.006766917293233083,7378.09
Paid Search,20250214,1330,716,0.5383458646616541,39.523308270676694,7.118796992481203,9468,24,0.01804511278195489,15298.41
Cross-network,20250329,1329,596,0.44845748683220465,26.25808878856283,5.772761474793078,7672,10,0.007524454477050414,4880.96
Cross-network,20250630,1329,600,0.45146726862302483,37.72686230248307,6.311512415349887,8388,8,0.006019563581640331,7056.36
Organic Search,20250221,1329,790,0.5944319036869827,50.02182091798345,7.118886380737396,9461,6,0.004514672686230248,2432.14
Direct,20250219,1328,601,0.45256024096385544,27.392319277108435,6.90210843373494,9166,12,0.009036144578313253,6589.02
Organic Search,20250204,1328,792,0.5963855421686747,42.765060240963855,6.41039156626506,8513,19,0.01430722891566265,11462.87
Cross-network,20250723,1327,509,0.3835719668425019,29.03089675960814,6.0180859080633,7986,6,0.00452147701582517,4964.56
SMS,20250604,1326,422,0.31825037707390647,36.473604826546,5.035444947209653,6677,43,0.032428355957767725,17414.21
Organic Search,20250216,1325,788,0.5947169811320755,60.88905660377358,6.775849056603773,8978,18,0.013584905660377358,12265.63
Unassigned,20250411,1324,551,0.4161631419939577,31.009818731117825,6.038519637462236,7995,14,0.010574018126888218,7865.22
Unassigned,20250325,1319,629,0.47687642153146326,47.76042456406368,6.521607278241092,8602,16,0.012130401819560273,8628.1
Paid Search,20250223,1316,742,0.5638297872340425,45.713525835866264,8.236322188449847,10839,28,0.02127659574468085,15245.31
Unassigned,20250426,1316,527,0.4004559270516717,28.41033434650456,6.4696048632218845,8514,17,0.012917933130699088,8121.48
Direct,20250518,1315,610,0.46387832699619774,35.80912547528517,7.030418250950571,9245,18,0.013688212927756654,10153.01
Organic Search,20250125,1313,755,0.575019040365575,48.62985529322163,6.674790555978674,8764,17,0.012947448591012947,15911.55
Paid Search,20250331,1313,784,0.597105864432597,44.03503427265804,8.53084539223153,11201,20,0.014470677837014471,13101.29
Unassigned,20250517,1313,501,0.38156892612338156,32.56816450875857,6.246763137852247,8202,21,0.015993907083015995,11301.67
Organic Social,20250625,1312,291,0.22179878048780488,10.78048780487805,4.8689024390243905,6388,1,0.0007621951219512195,499.04
Paid Social,20250107,1312,372,0.28353658536585363,8.21265243902439,4.809451219512195,6310,1,0.0007621951219512195,381.65
Organic Search,20250206,1311,782,0.5964912280701754,55.65675057208238,7.242562929061785,9495,18,0.013729977116704805,10592.15
Organic Search,20250228,1311,751,0.5728451563691839,47.01296720061022,6.67581998474447,8752,8,0.006102212051868803,3934.29
Unassigned,20250714,1311,507,0.38672768878718533,29.98321891685736,6.005339435545385,7873,24,0.018306636155606407,11530.54
Affiliates,20250121,1309,334,0.25515660809778457,7.46829640947288,4.715813598166539,6173,0,0,0
